x;y;x_2;x_3;x_4;x_5;x_6;x_7;x_8;x_9;x_10;x_11;x_12;x_13;x_14;x_15
0.2617993877991494;0.4585570207219485;0.06853891945200942;0.017943447152951278;0.004697583479649035;0.0012298244791075154;0.00032196729573075536;8.429084091365945e-05;2.206729054827154e-05;5.777203155923445e-06;1.5124682494120716e-06;3.9596326176173157e-07;1.0366293952017568e-07;2.7138894103842244e-08;7.1049458619318445e-09;1.860070476999857e-09
0.26616271092913524;0.3703230606177356;0.0708425886891464;0.0188556554547409;0.0050186723721795745;0.0013357834438444695;0.0003555357426279003;9.463035709004524e-05;2.5187072379278557e-05;6.703859464837125e-06;1.784317408848991e-06;4.749187586972976e-07;1.2640566428597254e-07;3.3644474283152625e-08;8.954904482989477e-09;2.383461653303945e-09
0.27052603405912107;0.035428332261566636;0.07318433510375673;0.019798267930873022;0.00535594690457896;0.0014489230747269718;0.00039197141306263517;0.00010603847184038426;2.8686167244668943e-05;7.760355057056954e-06;2.099378076476262e-06;5.679364250197892e-07;1.5364158865831896e-07;4.156404964627787e-08;1.1244157510243965e-08;3.0418373375823807e-09
0.2748893571891069;0.2701828723757959;0.07556415869584039;0.020771783010435228;0.005709942079410152;0.001569602307796089;0.0004314669694326056;0.00011860567787566099;3.260343855021873e-05;8.962338265224174e-06;2.4636514046388087e-06;6.772315509592024e-07;1.8616374571135704e-07;5.117443239051129e-08;1.4067306824345058e-08;3.86695293032615e-09
0.2792526803190927;0.3688377519005712;0.0779820594653974;0.0217766991225151;0.006081201598464776;0.0016981918459320398;0.0004742246246725499;0.00013242849751312532;3.698101288117055e-05;1.032704696798177e-05;2.8838555455900686e-06;8.053243907591063e-07;2.248889946458208e-07;6.280085452911155e-08;1.7537306953583834e-08;4.897339972366949e-09
0.28361600344907856;0.17181617992315756;0.08043803741242773;0.022813514696200216;0.006470277862763125;0.001835074348641923;0.0005204564527937432;0.00014760977911064548;4.186449562136255e-05;1.1873440934542296e-05;3.3674978650435783e-06;9.55076286106964e-07;2.708749192546459e-07;7.682446203359453e-08;2.178864688909355e-08;6.17960895124791e-09
0.2879793265790644;0.32384208255774055;0.08293209253693141;0.02388272816057816;0.006877731972554156;0.001980644621847446;0.0005703847043920732;0.00016425900306182793;4.730319708629369e-05;1.3622342841947615e-05;3.922953118053212e-06;1.129729397138205e-06;3.253387110044327e-07;9.369082290515737e-08;2.69810200868656e-08;7.769975995031765e-09
0.29234264970905016;0.3044785469913347;0.0854642248389084;0.024984837944736504;0.007304133727315489;0.0021353098076726507;0.000624242127124745;0.0001824925975036617;5.3350369506507656e-05;1.559658838448936e-05;4.559547974743013e-06;1.3329503364119058e-06;3.8967823327722634e-07;1.1391956725020572e-07;3.3303548143633474e-08;9.736047509022728e-09
0.29670597283903605;0.29301541936284176;0.08803443431835879;0.02612034247776287;0.007750061625753429;0.0022994895742316523;0.0006822722911556232;0.00020243426388844723;6.006345520297588e-05;1.7821185908072822e-05;5.287652302000066e-06;1.5688780202994982e-06;4.6549547927874355e-07;1.3811528903157295e-07;4.0979631196057494e-08;1.215890134061115e-08
0.3010692959690218;0.27035154338662976;0.09064272097528246;0.027289740188744777;0.008216102865802911;0.002473616305416345;0.0007447299195691918;0.00022421531257176282;6.750434630145481e-05;2.032348601582804e-05;6.118777626421608e-06;1.842176072177756e-06;5.54622653101535e-07;1.6697985169775013e-07;5.027250639165331e-08;1.5135508105933212e-08
0.30543261909900765;0.36565972799731283;0.0932890848096795;0.02849352950676986;0.008702853344627573;0.0026581352906841584;0.0008118812237531645;0.0002479750085682365;7.573965633809534e-05;2.3133361605003214e-05;7.065683223580555e-06;2.158090132702128e-06;6.59151121482936e-07;2.0132625341658132e-07;6.149160487441697e-08;1.878154192939448e-08
0.3097959422289935;0.4853199050998426;0.09597352582154986;0.029732208860925678;0.0092109176586197;0.002853504914845764;0.0008840042437497074;0.0002738609276268694;8.48410041138722e-05;2.628339880911095e-05;8.142490299048932e-06;2.522510454284303e-06;7.814635029674919e-07;2.42094222219384e-07;7.49998076806494e-08;2.3234636087420082e-08
0.3141592653589793;0.16425714379743292;0.09869604401089357;0.031006276680299816;0.009740909103400242;0.003060196847852814;0.0009613891935753042;0.00030202932277767914;9.488531016070571e-05;2.98090993334462e-05;9.364804747608298e-06;2.9420401797389047e-06;9.242691815233737e-07;2.903677270613282e-07;9.122171181754349e-08;2.8658145969387982e-08
0.31852258848896514;0.46740491818115515;0.10145663937771063;0.032316231393979857;0.010293449673818823;0.0032786962345856653;0.0010443388115092495;0.0003326455015014156;0.00010595510618744084;3.374909468644682e-05;1.074984899868622e-05;3.4240697289270452e-06;1.0906435532245515e-06;3.473946076918866e-07;1.1065302966912828e-07;3.5245489434356996e-08
0.32288591161895097;0.3515991759237911;0.10425531192200102;0.03366257143105339;0.010869170063953727;0.003509501884641111;0.0011331687153507716;0.00036588421367410946;0.00011813885787914787;3.814537282393035e-05;1.231660347829951e-05;3.976857742139879e-06;1.2840713374497182e-06;4.1460854437621783e-07;1.3387125781592137e-07;4.322514311946939e-08
0.3272492347489368;0.38821010722771376;0.10709206164376475;0.03504579522060798;0.011468709667111908;0.0037531264621201055;0.0012282077626447892;0.00040193005043821106;0.00013153130142850615;4.304351773801037e-05;1.4085958240666181e-05;4.609619054963488e-06;1.5084943082209186e-06;4.936536079884224e-07;1.6154776544526289e-07;5.2866382617363015e-08
0.3316125578789226;0.15507782268250003;0.10996688854300178;0.0364664011917312;0.012092716575828975;0.004010096675415492;0.001329798415876295;0.0004409778541520774;0.00014623379418332886;4.849296253747359e-05;1.6080875346178387e-05;5.332620206478319e-06;1.7683638268671035e-06;5.864116518879604e-07;1.9446146785257086e-07;6.44858647634809e-08
0.33597588100890846;0.3499611770300826;0.11287979261971222;0.0379248877735107;0.012741847581869237;0.004280953466999747;0.001438297112633381;0.00048323313956956946;0.00016235467979958693;5.454725658158545e-05;1.832656258661715e-05;6.157283010903598e-06;2.068698584209521e-06;6.950328293716754e-07;2.3351426717826298e-07;7.845516164336653e-08
0.34033920413889424;0.5564874095092582;0.11583077387389593;0.03942175339503396;0.01341676817622561;0.004566252203212668;0.0015540746407388716;0.0005289125264015056;0.00018000966829458028;6.12643472446838e-05;2.085065918334454e-05;7.096296752230808e-06;2.415147988987653e-06;8.219695444497087e-07;2.797484605844233e-07;9.520936843438346e-08
0.34470252726888007;0.17594598513553555;0.118819832305553;0.04095749648538864;0.014118152549119738;0.004866562864049155;0.0016775165183506228;0.0005782441834107523;0.00019932223140021614;6.870687690452702e-05;2.3683434109742314e-05;8.163739592034174e-06;2.8140616693391957e-06;9.700141693117044e-07;3.343663356483678e-07;1.15256920931627e-07
0.3490658503988659;0.045360901226982664;0.12184696791468343;0.0425326154736623;0.014846683590001892;0.005182470232946898;0.0018090233790304176;0.0006314682841926826;0.00022042401362163148;7.694249576316599e-05;2.6857997715380674e-05;9.375209812530152e-06;3.2725655858786296e-06;1.1423408892207866e-06;3.9875219394125055e-07;1.3919077367651613e-07
0.3534291735288517;0.08461121269265687;0.12491218070128718;0.04414760878894251;0.015603052887551023;0.0055145740865741215;0.001949011361781514;0.0006888374747927823;0.0002434552594117143;8.604419112513439e-05;3.0410527356314804e-05;1.0747967550118877e-05;3.7986452883534324e-06;1.34255206479202e-06;4.744970666788971e-07;1.6770110611818705e-07
0.3577924966588375;0.39011790585955003;0.12801547066536426;0.04580297486031685;0.016387960729674734;0.005863489384617307;0.002097912506054817;0.0007506173533131515;0.0002685652568773612;9.609063377397309e-05;3.438050776351985e-05;1.2301087709108312e-05;4.401236883061203e-06;1.5747295327774277e-06;5.634264110948405e-07;2.0158974230915153e-07
0.3621558197888234;0.7120361376043803;0.13115683780691473;0.04749921211687295;0.017202116103509333;0.0062298464595689435;0.0022561751517236896;0.0008170869616596658;0.00029591279843861515;0.00010716654210454154;3.88109869098037e-05;1.405562478113325e-05;5.0903263152554135e-06;1.843491299693945e-06;6.676311029142242e-07;2.4178648939241715e-07
0.3665191429188092;0.5269216375567138;0.13433628212593848;0.04923681898769833;0.018046236695419743;0.006614291206515208;0.0024242643440273706;0.0008885392895815411;0.0003256666588671141;0.00011936306468520687;4.3748848164584405e-05;1.6034790332968594e-05;5.877057609722457e-06;2.1540541179999403e-06;7.895020691300698e-07;2.8936762171017964e-07
0.37088246604879505;0.6133313702798757;0.1375538036224356;0.051016293901880595;0.01892104889099958;0.007017485272923743;0.002602662243483059;0.0009652817911550864;0.0003580060911355964;0.00013277818194085966;4.9245099555701614e-05;1.8264143964037038e-05;6.773850753652271e-06;2.512302472161043e-06;9.31768936335572e-07;3.4557676089579965e-07
0.3752457891787808;0.3813736090995838;0.140809402296406;0.05283813528850731;0.019827287775071114;0.007440106248431353;0.0027918685407666015;0.0010476369138633745;0.0003931213405154844;0.00014751712766475318;5.5355180987947266e-05;2.0771798574956516e-05;7.794529948922233e-06;2.9248645419609654e-06;1.0975431032891756e-06;4.118484279514749e-07
0.37960911230876665;0.5802568940738725;0.1441030781478498;0.0547028415766661;0.02076569713168531;0.007882847854631763;0.002992400876561829;0.001135942640423611;0.0004312141773648835;0.0001636928310844385;6.213929029927257e-05;2.3588640830003617e-05;8.954463006048002e-06;3.399195752927572e-06;1.2903656823325655e-06;4.898345712239611e-07
0.3839724354387525;0.3339193952210449;0.14743483117676695;0.056610911195444515;0.02173702944412177;0.008346420134863308;0.003204795266378505;0.0012305530435139402;0.00047249844905461675;0.0001814263802245345;6.966272906765164e-05;2.6748567739416174e-05;1.0270712699402075e-05;3.943670568881138e-06;1.514260792901421e-06;5.814344045397751e-07
0.38833575856873837;0.4706292450813789;0.15080466138315746;0.05856284257393017;0.02274204589488878;0.008831549643996697;0.0034296065303389286;0.0013318388535514666;0.0005172006514852276;0.00020084750732676156;7.799626911437818e-05;3.0288740332063512e-05;1.1762200952943423e-05;4.567683229499222e-06;1.773794731829285e-06;6.888279227301573e-07
0.39269908169872414;0.3425858540640545;0.15421256876702122;0.06055913414121058;0.023781516365723246;0.0093389796382227;0.003667408727933137;0.001440188039673229;0.0005655605206531626;0.00022209509710554928;8.721654068313817e-05;3.4249855435207774e-05;1.3449886777720148e-05;5.281758186562514e-06;2.074141589617818e-06;8.14513497556049e-07
0.39706240482870997;0.30431460952099876;0.15765855332835838;0.06260028432637339;0.024856219437590817;0.009869470264839935;0.003918795597742789;0.001556006404071914;0.0006178316447296675;0.000245317718635639;9.740644330855966e-05;3.86764366259081e-05;1.5356958936888266e-05;6.097671046336604e-06;2.4211559295128085e-06;9.613499958376463e-07
0.40142572795869574;0.4106373728532664;0.16114261506716882;0.06468679155850612;0.025966942390685737;0.010423798752042537;0.00418438100213362;0.0016797181898380253;0.000674282097121192;0.0002706741816863905;0.00010865558042308356;4.361714546811093e-05;1.7509044371016757e-05;7.028580882496506e-06;2.821453197272732e-06;1.132603903616596e-06
0.4057890510886816;0.32332255414516664;0.16466475398345262;0.06681915426669643;0.02711448120443098;0.011002759598707938;0.004464799376916577;0.0018117667024603146;0.0007351950909854408;0.0002983341183360389;0.00012106071878695966;4.9125114200674086e-05;1.9934433476114655e-05;8.089174844263013e-06;3.2824985841439218e-06;1.332001985659703e-06
0.41015237421866746;0.5950200310547679;0.16822497007720982;0.0689978708800319;0.028299640557478144;0.011607164764184554;0.0047607061859775545;0.001952614945136191;0.0008008696556824618;0.00032847859071784844;0.00013472627386292748;5.5258301094514107e-05;2.2664323389204953e-05;9.295826048142088e-06;3.81270512396921e-06;1.5637900587916504e-06
0.4145156973486533;0.43199868174370115;0.17182326334844034;0.07122343982760004;0.02952323382770748;0.012237843858079515;0.005072778380875764;0.0021027462680438896;0.0008716213356454912;0.00036130072576905537;0.00014976482229473454;6.207986975179902e-05;2.573308050148054e-05;1.0666765809000238e-05;4.421541867772505e-06;1.832798510675987e-06
0.41887902047863906;0.4667681413136524;0.17545963379714413;0.07349635953848845;0.030786083092227922;0.012895644330046424;0.0054017148654107614;0.002262665031728163;0.0009477829121615619;0.00039700637787262706;0.00016629764268705845;6.965859367666176e-05;2.91785234871996e-05;1.2222271337331133e-05;5.119653045805411e-06;2.1445152530174516e-06
0.4232423436086249;0.3600740020506476;0.1791340814233213;0.07581712844178475;0.032089019127377105;0.013581431659573078;0.005748236965158085;0.0024328972847512376;0.0010297051485571738;0.00043581482030120546;0.00018445528592365393;7.806928750532628e-05;3.304222820760983e-05;1.39848701046398e-05;5.918989198149944e-06;2.5051668600191178e-06
0.4276056667386107;0.6031640822195123;0.18284660622697183;0.0781862449665765;0.03343288140872129;0.014296089545769169;0.006113088901973508;0.0026139914557607837;0.0011177575592896216;0.00047795946639216086;0.00020437817630065055;8.739326634386101e-05;3.736985592343167e-05;1.5979562158064823e-05;6.832951330790382e-06;2.9218087095950985e-06
0.4319689898685966;0.308864312237247;0.18659720820809572;0.08060420754195131;0.03481851811105542;0.015040520097154049;0.006497038273465961;0.002806519060126702;0.0012123292034498946;0.0005236886214024513;0.00022621724479289482;9.771883472404382e-05;4.221150632688155e-05;1.82340617488549e-05;7.876549234854466e-06;3.4024250166303517e-06
0.4363323129985824;0.5216529944246464;0.19038588736669287;0.08307151459699669;0.03624678610840306;0.01581564402144439;0.006900876537439033;0.0030110754212984217;0.0013138295031883212;0.0005732662660119385;0.0002501345958130498;0.00010914180675207353;4.7622096984976533e-05;2.0779059727297627e-05;9.066575192747467e-06;3.9560397248270705e-06
0.4406956361285682;0.37393795618547765;0.1942126437027634;0.08558866456080028;0.037718550974016524;0.01662240081534204;0.00732541950130119;0.003228280407034547;0.0014226890875794827;0.0006269728724640124;0.00027630420886588363;0.00012176605909115136;5.3661770870043776e-05;2.3648508249359416e-05;1.042179438644314e-05;4.592839306734701e-06
0.445058959258554;0.2895960928439124;0.19807747721630722;0.08815615586244963;0.03923468698037671;0.017461748954321593;0.007771507816444512;0.0034587791806565123;0.0015393606624481413;0.000685106254352728;0.0003049126765437513;0.00013570411848730206;6.039633374105815e-05;2.687992943782763e-05;1.1963153420542933e-05;5.324308610797248e-06
0.4494222823885398;0.3610446748717193;0.20198038790732442;0.09077448693103238;0.04079607709919325;0.01833466608241827;0.008240007477592166;0.0037032429674781066;0.0016643199066833198;0.0007479824510862992;0.00033615998035377894;0.00015107778561828202;6.789772323077482e-05;3.0514749743360202e-05;1.3714008476176053e-05;6.163380990058822e-06
0.4537856055185257;0.31768247544858425;0.205921375775815;0.09344415619563609;0.04240361300140442;0.019242149202015533;0.008731810327114436;0.00396236983656254;0.0017980663955728738;0.0008159366480775495;0.000370260305912627;0.00016801879711803602;7.624451158870229e-05;3.459866185874352e-05;1.570037472170065e-05;7.124604049954683e-06
0.45814892864851153;0.41038404441242454;0.20990044082177892;0.09616566208534831;0.04405819505717711;0.02018521486363284;0.009247834564313396;0.004236885497958857;0.0019411245516962655;0.0008893241337329664;0.0004074428990910241;0.0001866695277039963;8.552244412890955e-05;3.9182016153062095e-05;1.795119872281407e-05;8.224322462813795e-06
0.4625122517784973;0.39532677620029355;0.21391758304521608;0.0989395030292566;0.04576073233590692;0.021164899355713404;0.009789025259676273;0.0045275441155694625;0.0020940446239185173;0.00096852129433321;0.0004479529647374777;0.0002071837344115846;9.582501553458014e-05;4.432024371160815e-05;2.0498655718427668e-05;9.480879414762151e-06
0.46687557490848314;0.49692393148441827;0.21797280244612666;0.1017661774564486;0.04751214260621816;0.022182258894411937;0.010356354874097386;0.004835129135800489;0.0022574036950336104;0.0010539266479193512;0.0004920526096587175;0.0002297273450196332;0.00010725408627824071;5.0074313192437685e-05;2.3378473759866785e-05;1.0914838377120693e-05
0.47123889803846897;0.5387634001880408;0.22206609902451055;0.10464618379601189;0.04931335233596373;0.023238369813382304;0.0109508237830687;0.005160454132146752;0.002431806718610899;0.0011459619183207452;0.000540021831583518;0.0002544792928321327;0.00011992054152782306;5.65112238417478e-05;2.6630286849990488e-05;1.2549227029637848e-05
